,Title,Publication Date,Author,Genre,Average Rating,Number of Ratings,Pages,Rank,Language,Currently Reading,Want to Read
169,"Spooked: The Trump Dossier, Black Cube, and the Rise of Private Spies","First published March 2, 2021",Barry Meier,Politics,3.39,240 ratings,"336 pages, Hardcover",71,,72 people are currently reading,602 people want to read
170,Falling,"First published July 6, 2021",T.J. Newman,Thriller,3.87,"87,315 ratings","304 pages, Hardcover",72,,"5,611 people are currently reading",86.3k people want to read
171,The Final Revival of Opal & Nev,"First published March 30, 2021",Dawnie Walton,,3.83,"31,965 ratings","368 pages, Hardcover",73,,"1,909 people are currently reading",65k people want to read
172,Every Last Fear,"First published March 2, 2021",Alex Finlay,Thriller,3.93,"49,368 ratings","368 pages, Hardcover",74,,"2,223 people are currently reading",85.1k people want to read
173,Buses Are a Comin': Memoir of a Freedom Rider,"First published April 27, 2021",Charles Person,Nonfiction,4.50,861 ratings,"304 pages, Hardcover",75,,57 people are currently reading,"8,116 people want to read"
174,The Madness of Crowds,"First published August 24, 2021",Louise Penny,Mystery,4.19,"72,069 ratings","436 pages, Hardcover",76,,"5,359 people are currently reading",27.8k people want to read
175,The Committed,"First published March 2, 2021",Viet Thanh Nguyen,Fiction,3.96,"10,935 ratings","345 pages, Hardcover",77,,"1,735 people are currently reading",35.1k people want to read
176,The Desolations of Devil's Acre,"First published February 23, 2021",Ransom Riggs,Fantasy,4.22,"21,767 ratings","528 pages, Kindle Edition",78,,"1,148 people are currently reading",47.2k people want to read
177,The Chosen and the Beautiful,"First published June 1, 2021",Nghi Vo,,3.55,"17,600 ratings","260 pages, Hardcover",79,,"1,404 people are currently reading",95.7k people want to read
178,Hummingbird Salamander,"First published April 6, 2021",Jeff VanderMeer,Fiction,3.25,"10,736 ratings","351 pages, Hardcover",80,,"1,101 people are currently reading",35.7k people want to read
179,Twisted Games,"First published July 29, 2021",Ana Huang,Romance,4.09,"796,566 ratings","456 pages, Kindle Edition",81,,"5,569 people are currently reading",47.3k people want to read
180,Good Omens: A Full Cast Production,"First published May 10, 1990",Terry Pratchett,Fantasy,4.26,"785,299 ratings","12 pages, Audible Audio",82,,47.6k people are currently reading,643k people want to read
181,"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life","First published January 12, 2021",George Saunders,,4.54,"20,961 ratings","403 pages, ebook",83,,"7,054 people are currently reading",76.2k people want to read
182,On Juneteenth,"First published May 4, 2021",Annette Gordon-Reed,,4.18,"9,853 ratings","148 pages, Hardcover",84,,696 people are currently reading,22.1k people want to read
183,A Shadow in the Ember,"First published October 19, 2021",Jennifer L. Armentrout,Fantasy,4.46,"189,778 ratings","647 pages, Hardcover",85,,11.3k people are currently reading,280k people want to read
184,Go Tell the Bees That I Am Gone,"First published November 23, 2021",Diana Gabaldon,,4.45,"83,353 ratings","902 pages, Hardcover",86,,13.6k people are currently reading,104k people want to read
185,The Jasmine Throne,"First published June 8, 2021",Tasha Suri,,4.12,"30,900 ratings","576 pages, Hardcover",87,,"3,870 people are currently reading",163k people want to read
186,Before She Disappeared,"First published January 19, 2021",Lisa Gardner,Mystery,3.97,"64,049 ratings","400 pages, Hardcover",88,,"6,371 people are currently reading",63.8k people want to read
187,Second Place,"First published January 1, 2021",Rachel Cusk,Fiction,3.68,"24,947 ratings","186 pages, Hardcover",89,,"1,462 people are currently reading",50.6k people want to read
188,The Project,"First published February 2, 2021",Courtney Summers,,3.51,"15,204 ratings","352 pages, Hardcover",90,,444 people are currently reading,47k people want to read
189,Between the Wild Branches,"First published July 1, 2021",Connilyn Cossette,Biblical Fiction,4.70,"1,760 ratings","362 pages, Paperback",91,,135 people are currently reading,"1,304 people want to read"
190,Afterparties,"First published August 3, 2021",Anthony Veasna So,Short Stories,3.94,"13,976 ratings","272 pages, ebook",92,,"1,552 people are currently reading",42k people want to read
191,Kingdom of the Cursed,"First published October 5, 2021",Kerri Maniscalco,Fantasy Romance,4.11,"190,022 ratings","437 pages, Hardcover",93,,"7,788 people are currently reading",181k people want to read
192,Brat: An '80s Story,"First published May 11, 2021",Andrew McCarthy,,3.61,"14,752 ratings","223 pages, Hardcover",94,,"1,137 people are currently reading",17.7k people want to read
193,The Prison Healer,"First published April 13, 2021",Lynette Noni,Fantasy,4.18,"111,093 ratings","416 pages, Hardcover",95,,"6,292 people are currently reading",277k people want to read
194,Jade Legacy,"First published November 30, 2021",Fonda Lee,Fantasy,4.64,"32,325 ratings","736 pages, ebook",96,,"1,636 people are currently reading",48.5k people want to read
195,We Are the Brennans,"First published August 3, 2021",Tracey Lange,,3.81,"77,816 ratings","274 pages, Hardcover",97,,"2,606 people are currently reading",106k people want to read
196,The Lamplighters,"First published March 4, 2021",Emma Stonex,Mystery,3.52,"26,786 ratings","368 pages, Hardcover",98,,"1,328 people are currently reading",27.7k people want to read
197,How Beautiful We Were,"First published March 9, 2021",Imbolo Mbue,Fiction,3.95,"17,728 ratings","364 pages, Hardcover",99,,"2,364 people are currently reading",74.5k people want to read
198,Popisho,"First published April 15, 2021",Leone Ross,Fantasy,3.82,"3,966 ratings","480 pages, Hardcover",100,,429 people are currently reading,23.9k people want to read
199,Beautiful Country,"First published September 7, 2021",Qian Julie Wang,,4.18,"36,161 ratings","320 pages, Hardcover",1,,"2,169 people are currently reading",67.4k people want to read
200,Mother May I,"First published April 6, 2021",Joshilyn Jackson,Thriller,3.82,"23,206 ratings","324 pages, Hardcover",2,,949 people are currently reading,49.1k people want to read
201,The Promise,"First published April 6, 2021",Damon Galgut,Fiction,3.86,"45,796 ratings","293 pages, Hardcover",3,,"4,542 people are currently reading",59k people want to read
202,What's Mine and Yours,"First published March 2, 2021",Naima Coster,Fiction,3.56,"22,483 ratings","341 pages, Hardcover",4,,"2,367 people are currently reading",49k people want to read
203,The Scorpion's Tail,"First published January 12, 2021",Douglas Preston,Mystery,4.24,"17,840 ratings","401 pages, Hardcover",5,,"2,280 people are currently reading","4,599 people want to read"
204,Northern Spy,"First published April 6, 2021",Flynn Berry,Fiction,3.70,"50,117 ratings","288 pages, Hardcover",6,,"3,343 people are currently reading",54.9k people want to read
205,The Dawn of Everything: A New History of Humanity,"First published October 19, 2021",David Graeber,History,4.20,"21,647 ratings","692 pages, Hardcover",7,,16.1k people are currently reading,98.5k people want to read
206,The Turnout,"First published August 3, 2021",Megan Abbott,Fiction,3.11,"21,558 ratings","340 pages, Hardcover",8,,"1,612 people are currently reading",37k people want to read
207,A Slow Fire Burning,"First published August 24, 2021",Paula Hawkins,,3.50,"166,155 ratings","320 pages, ebook",9,,10.1k people are currently reading,152k people want to read
208,The Bounty,"First published March 23, 2021",Janet Evanovich,Mystery,3.98,"14,531 ratings","320 pages, Hardcover",10,,"1,677 people are currently reading","9,558 people want to read"
209,Winter's Orbit,"First published February 2, 2021",Everina Maxwell,,3.99,"25,394 ratings","432 pages, Hardcover",11,,"1,380 people are currently reading",61.8k people want to read
210,Four Thousand Weeks: Time Management for Mortals,"First published August 10, 2021",Oliver Burkeman,Nonfiction,4.21,"97,716 ratings","271 pages, Hardcover",12,,16.2k people are currently reading,237k people want to read
211,The Forever Girl,"First published January 12, 2021",Jill Shalvis,Romance,4.08,"6,357 ratings","400 pages, Paperback",13,,847 people are currently reading,"9,466 people want to read"
212,The Way It Should Be,"First published February 2, 2021",Christina Suzann Nelson,Christian Fiction,4.38,882 ratings,"352 pages, Paperback",14,,81 people are currently reading,"2,827 people want to read"
213,The Nature of a Lady,"First published May 4, 2021",Roseanna M. White,Historical Fiction,4.25,"1,965 ratings","375 pages, ebook",15,,137 people are currently reading,"3,288 people want to read"
214,The Trouble with Belonging,"First published November 18, 2021",Magdalena Stanhoff,Fiction,4.38,370 ratings,"374 pages, Kindle Edition",16,,312 people are currently reading,417 people want to read
215,Prodigal Son,"First published January 26, 2021",Gregg Hurwitz,Thriller,4.35,"15,499 ratings","432 pages, Hardcover",17,,"2,063 people are currently reading","7,680 people want to read"
216,Reclaimed,"First published January 12, 2021",Jaymin Eve,Fantasy,4.35,"30,737 ratings","386 pages, Kindle Edition",18,,"7,644 people are currently reading","5,766 people want to read"
217,Better Off Dead,"First published October 26, 2021",Lee Child,Fiction,3.84,"59,797 ratings","336 pages, Hardcover",19,,"7,058 people are currently reading",21.5k people want to read
218,The Secret Keeper of Jaipur,"First published June 22, 2021",Alka Joshi,Historical Fiction,4.09,"57,567 ratings","384 pages, Hardcover",20,,"2,978 people are currently reading",61.5k people want to read
219,Taste: My Life Through Food,"First published October 5, 2021",Stanley Tucci,,4.20,"83,491 ratings","291 pages, Hardcover",21,,"5,800 people are currently reading",83.7k people want to read
220,"The Ride of Her Life: The True Story of a Woman, Her Horse, and Their Last-Chance Journey Across America","First published June 1, 2021",Elizabeth Letts,Nonfiction,4.22,"13,018 ratings","336 pages, Hardcover",22,,"1,762 people are currently reading",23k people want to read
221,Sprich mit mir,"First published January 25, 2021",T. Coraghessan Boyle,Fiction,3.78,"2,347 ratings","352 pages, Hardcover",23,,220 people are currently reading,"3,199 people want to read"
222,A Good Day for Chardonnay,"First published July 27, 2021",Darynda Jones,Mystery,4.26,"15,524 ratings","416 pages, Hardcover",24,,464 people are currently reading,11.6k people want to read
223,She Wouldn't Change a Thing,"First published August 10, 2021",Sarah Adlakha,Time Travel,3.78,"3,137 ratings","304 pages, Hardcover",25,,146 people are currently reading,13.9k people want to read
224,When Sorrows Come,"First published September 14, 2021",Seanan McGuire,Urban Fantasy,4.42,"5,633 ratings","384 pages, Hardcover",26,,163 people are currently reading,"2,712 people want to read"
225,The God of Lost Words,"First published November 2, 2021",A.J. Hackwith,Fantasy,4.19,"3,993 ratings","353 pages, Paperback",27,,171 people are currently reading,"8,665 people want to read"
226,The Nobleman's Guide to Scandal and Shipwrecks,"First published November 16, 2021",Mackenzi Lee,Historical Fiction,4.14,"11,026 ratings","592 pages, ebook",28,,368 people are currently reading,31.9k people want to read
227,The Girls Are All So Nice Here,"First published March 9, 2021",Laurie Elizabeth Flynn,Thriller,3.56,"20,458 ratings","320 pages, Hardcover",29,,803 people are currently reading,43.3k people want to read
228,Paladin's Strength,"First published February 28, 2021",T. Kingfisher,Fantasy,4.22,"16,042 ratings","445 pages, Kindle Edition",30,,804 people are currently reading,10.4k people want to read
229,Perversion of Justice: The Jeffrey Epstein Story,"First published July 20, 2021",Julie K. Brown,Nonfiction,4.13,"2,102 ratings","432 pages, Hardcover",32,,292 people are currently reading,"2,595 people want to read"
230,Twisted Love,"First published April 21, 2021",Ana Huang,Romance,3.72,"1,185,452 ratings","360 pages, Kindle Edition",33,,67k people are currently reading,585k people want to read
231,Yes & I Love You,"First published March 2, 2021",Roni Loren,Romance,3.94,"9,368 ratings","384 pages, Paperback",34,,487 people are currently reading,22.1k people want to read
232,Girl A,"First published February 2, 2021",Abigail Dean,Fiction,3.63,"84,678 ratings","352 pages, Hardcover",35,,"7,396 people are currently reading",62k people want to read
233,The Witch King,"First published June 1, 2021",H.E. Edgmon,Fantasy,3.89,"5,455 ratings","421 pages, Hardcover",36,,322 people are currently reading,24.7k people want to read
234,Chasing the Boogeyman,"First published August 17, 2021",Richard Chizmar,,3.94,"30,925 ratings","322 pages, Hardcover",37,,"2,494 people are currently reading",83k people want to read
